,State,District,Latitude,Longitude,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Cluster
1465,HIMACHAL PRADESH,KANGRA,32.14093603238864,76.41205910931173,2004,15,10,2,34,1,57,0,0
1466,HIMACHAL PRADESH,KANGRA,32.14093603238864,76.41205910931173,2005,23,18,0,27,8,48,0,0
1467,HIMACHAL PRADESH,KANGRA,32.14093603238864,76.41205910931173,2006,12,22,0,34,9,57,0,0
1468,HIMACHAL PRADESH,KANGRA,32.14093603238864,76.41205910931173,2007,20,19,3,38,4,72,0,0
1469,HIMACHAL PRADESH,KANGRA,32.14093603238864,76.41205910931173,2008,19,15,0,37,13,68,0,0
1470,HIMACHAL PRADESH,KANGRA,32.14093603238864,76.41205910931173,2009,23,22,0,49,5,49,0,0
1471,HIMACHAL PRADESH,KANGRA,32.14093603238864,76.41205910931173,2010,22,33,0,60,8,53,0,0
1472,HIMACHAL PRADESH,KANGRA,32.14093603238864,76.41205910931173,2011,32,55,1,60,12,42,0,0
1473,HIMACHAL PRADESH,KANGRA,32.14093603238864,76.41205910931173,2012,26,47,0,45,13,43,0,0
1474,HIMACHAL PRADESH,KINNAUR,31.60667184065933,78.51613736263741,2001,6,3,0,4,0,2,0,0
1475,HIMACHAL PRADESH,KINNAUR,31.60667184065933,78.51613736263741,2002,4,3,0,6,1,7,0,0
1476,HIMACHAL PRADESH,KINNAUR,31.60667184065933,78.51613736263741,2003,6,4,0,2,0,2,0,0
1477,HIMACHAL PRADESH,KINNAUR,31.60667184065933,78.51613736263741,2004,8,3,0,4,0,4,0,0
1478,HIMACHAL PRADESH,KINNAUR,31.60667184065933,78.51613736263741,2005,4,3,0,6,1,6,0,0
1479,HIMACHAL PRADESH,KINNAUR,31.60667184065933,78.51613736263741,2006,2,4,0,2,1,3,0,0
1480,HIMACHAL PRADESH,KINNAUR,31.60667184065933,78.51613736263741,2007,9,1,0,1,0,4,0,0
1481,HIMACHAL PRADESH,KINNAUR,31.60667184065933,78.51613736263741,2008,4,2,0,3,0,3,0,0
1482,HIMACHAL PRADESH,KINNAUR,31.60667184065933,78.51613736263741,2009,6,1,0,3,0,2,0,0
1483,HIMACHAL PRADESH,KINNAUR,31.60667184065933,78.51613736263741,2010,2,2,0,2,0,4,0,0
1484,HIMACHAL PRADESH,KINNAUR,31.60667184065933,78.51613736263741,2011,6,1,1,4,0,1,0,0
1485,HIMACHAL PRADESH,KINNAUR,31.60667184065933,78.51613736263741,2012,6,2,0,1,0,5,0,0
1486,HIMACHAL PRADESH,KULLU,31.90911922077925,77.40922649350647,2001,13,6,0,12,0,2,0,0
1487,HIMACHAL PRADESH,KULLU,31.90911922077925,77.40922649350647,2002,14,11,0,20,0,11,0,0
1488,HIMACHAL PRADESH,KULLU,31.90911922077925,77.40922649350647,2003,16,6,2,24,0,13,0,0
1489,HIMACHAL PRADESH,KULLU,31.90911922077925,77.40922649350647,2004,13,11,1,11,1,10,0,0
1490,HIMACHAL PRADESH,KULLU,31.90911922077925,77.40922649350647,2005,19,24,0,23,0,12,0,0
1491,HIMACHAL PRADESH,KULLU,31.90911922077925,77.40922649350647,2006,10,9,0,24,0,16,0,0
1492,HIMACHAL PRADESH,KULLU,31.90911922077925,77.40922649350647,2007,22,11,0,22,3,18,0,0
1493,HIMACHAL PRADESH,KULLU,31.90911922077925,77.40922649350647,2008,16,17,0,31,2,28,0,0
1494,HIMACHAL PRADESH,KULLU,31.90911922077925,77.40922649350647,2009,24,10,0,23,1,16,0,0
1495,HIMACHAL PRADESH,KULLU,31.90911922077925,77.40922649350647,2010,17,5,0,23,1,9,0,0
1496,HIMACHAL PRADESH,KULLU,31.90911922077925,77.40922649350647,2011,20,12,0,38,2,21,0,0
1497,HIMACHAL PRADESH,KULLU,31.90911922077925,77.40922649350647,2012,22,5,0,22,0,10,0,0
1498,HIMACHAL PRADESH,MANDI,31.635805940594054,76.96556930693067,2001,16,10,0,59,4,56,0,0
1499,HIMACHAL PRADESH,MANDI,31.635805940594054,76.96556930693067,2002,24,8,2,51,6,47,0,0
1500,HIMACHAL PRADESH,MANDI,31.635805940594054,76.96556930693067,2003,23,5,1,52,2,43,0,0
1501,HIMACHAL PRADESH,MANDI,31.635805940594054,76.96556930693067,2004,15,6,1,56,2,29,0,0
1502,HIMACHAL PRADESH,MANDI,31.635805940594054,76.96556930693067,2005,8,8,0,70,4,20,0,0
1503,HIMACHAL PRADESH,MANDI,31.635805940594054,76.96556930693067,2006,18,7,0,51,4,27,0,0
1504,HIMACHAL PRADESH,MANDI,31.635805940594054,76.96556930693067,2007,30,23,0,70,6,60,0,0
1505,HIMACHAL PRADESH,MANDI,31.635805940594054,76.96556930693067,2008,32,13,1,75,8,42,0,0
1506,HIMACHAL PRADESH,MANDI,31.635805940594054,76.96556930693067,2009,22,11,0,59,5,29,0,0
1507,HIMACHAL PRADESH,MANDI,31.635805940594054,76.96556930693067,2010,19,15,0,71,13,45,0,0
1508,HIMACHAL PRADESH,MANDI,31.635805940594054,76.96556930693067,2011,26,16,0,55,12,40,0,0
1509,HIMACHAL PRADESH,MANDI,31.635805940594054,76.96556930693067,2012,28,18,0,49,17,32,0,0
1510,HIMACHAL PRADESH,SHIMLA,31.155725451807253,77.62573042168668,2001,18,11,2,50,1,31,0,0
1511,HIMACHAL PRADESH,SHIMLA,31.155725451807253,77.62573042168668,2002,27,18,0,49,0,22,0,0
1512,HIMACHAL PRADESH,SHIMLA,31.155725451807253,77.62573042168668,2003,21,16,2,40,8,15,0,0
1513,HIMACHAL PRADESH,SHIMLA,31.155725451807253,77.62573042168668,2004,34,14,1,43,6,24,0,0
1514,HIMACHAL PRADESH,SHIMLA,31.155725451807253,77.62573042168668,2005,32,10,0,51,7,29,0,0
1515,HIMACHAL PRADESH,SHIMLA,31.155725451807253,77.62573042168668,2006,34,26,0,39,0,30,0,0
1516,HIMACHAL PRADESH,SHIMLA,31.155725451807253,77.62573042168668,2007,27,26,1,46,0,44,0,0
1517,HIMACHAL PRADESH,SHIMLA,31.155725451807253,77.62573042168668,2008,22,19,0,31,0,33,0,0
1518,HIMACHAL PRADESH,SHIMLA,31.155725451807253,77.62573042168668,2009,28,22,0,32,5,39,0,0
1519,HIMACHAL PRADESH,SHIMLA,31.155725451807253,77.62573042168668,2010,21,22,0,27,4,29,0,0
1520,HIMACHAL PRADESH,SHIMLA,31.155725451807253,77.62573042168668,2011,22,24,0,45,5,16,0,0
1521,HIMACHAL PRADESH,SHIMLA,31.155725451807253,77.62573042168668,2012,23,25,0,28,7,23,0,0
1522,HIMACHAL PRADESH,SIRMAUR,30.682764453961443,77.43184689507493,2001,10,11,3,33,4,22,0,0
1523,HIMACHAL PRADESH,SIRMAUR,30.682764453961443,77.43184689507493,2002,11,10,0,34,0,15,0,0
1524,HIMACHAL PRADESH,SIRMAUR,30.682764453961443,77.43184689507493,2003,8,14,1,24,0,18,0,0
1525,HIMACHAL PRADESH,SIRMAUR,30.682764453961443,77.43184689507493,2004,9,10,1,23,4,15,0,0
1526,HIMACHAL PRADESH,SIRMAUR,30.682764453961443,77.43184689507493,2005,11,8,0,20,4,21,0,0
1527,HIMACHAL PRADESH,SIRMAUR,30.682764453961443,77.43184689507493,2006,3,4,1,23,3,26,0,0
1528,HIMACHAL PRADESH,SIRMAUR,30.682764453961443,77.43184689507493,2007,7,9,0,26,0,26,0,0
1529,HIMACHAL PRADESH,SIRMAUR,30.682764453961443,77.43184689507493,2008,10,13,0,19,0,30,0,0
1530,HIMACHAL PRADESH,SIRMAUR,30.682764453961443,77.43184689507493,2009,15,9,0,34,2,28,0,0
1531,HIMACHAL PRADESH,SIRMAUR,30.682764453961443,77.43184689507493,2010,15,12,0,36,5,17,0,0
1532,HIMACHAL PRADESH,SIRMAUR,30.682764453961443,77.43184689507493,2011,12,17,0,33,1,23,0,0
1533,HIMACHAL PRADESH,SIRMAUR,30.682764453961443,77.43184689507493,2012,17,11,0,24,4,18,0,0
1534,HIMACHAL PRADESH,SOLAN,31.03864311926604,76.94442140672783,2001,12,10,2,23,1,24,0,0
1535,HIMACHAL PRADESH,SOLAN,31.03864311926604,76.94442140672783,2002,9,16,0,28,1,31,0,0
1536,HIMACHAL PRADESH,SOLAN,31.03864311926604,76.94442140672783,2003,11,7,0,24,3,24,0,0
1537,HIMACHAL PRADESH,SOLAN,31.03864311926604,76.94442140672783,2004,20,8,0,27,0,28,0,0
1538,HIMACHAL PRADESH,SOLAN,31.03864311926604,76.94442140672783,2005,15,8,1,22,1,19,0,0
1539,HIMACHAL PRADESH,SOLAN,31.03864311926604,76.94442140672783,2006,9,13,1,28,2,21,0,0
1540,HIMACHAL PRADESH,SOLAN,31.03864311926604,76.94442140672783,2007,8,16,3,26,0,30,0,0
1541,HIMACHAL PRADESH,SOLAN,31.03864311926604,76.94442140672783,2008,14,13,0,13,2,17,0,0
1542,HIMACHAL PRADESH,SOLAN,31.03864311926604,76.94442140672783,2009,8,6,0,13,2,15,0,0
1543,HIMACHAL PRADESH,SOLAN,31.03864311926604,76.94442140672783,2010,11,11,0,12,1,20,0,0
1544,HIMACHAL PRADESH,SOLAN,31.03864311926604,76.94442140672783,2011,11,13,0,8,0,16,0,0
1545,HIMACHAL PRADESH,SOLAN,31.03864311926604,76.94442140672783,2012,9,8,0,13,1,16,0,0
1546,HIMACHAL PRADESH,UNA,31.58330388349513,76.18353932038836,2001,9,5,0,11,0,20,0,0
1547,HIMACHAL PRADESH,UNA,31.58330388349513,76.18353932038836,2002,6,6,0,12,0,11,0,0
1548,HIMACHAL PRADESH,UNA,31.58330388349513,76.18353932038836,2003,2,6,0,10,2,30,0,0
1549,HIMACHAL PRADESH,UNA,31.58330388349513,76.18353932038836,2004,10,5,1,12,0,22,0,0
1550,HIMACHAL PRADESH,UNA,31.58330388349513,76.18353932038836,2005,5,4,0,6,0,14,0,0
1551,HIMACHAL PRADESH,UNA,31.58330388349513,76.18353932038836,2006,9,6,1,11,1,18,0,0
1552,HIMACHAL PRADESH,UNA,31.58330388349513,76.18353932038836,2007,9,9,0,10,5,19,0,0
1553,HIMACHAL PRADESH,UNA,31.58330388349513,76.18353932038836,2008,11,10,0,17,4,37,0,0
1554,HIMACHAL PRADESH,UNA,31.58330388349513,76.18353932038836,2009,11,6,0,21,6,30,0,0
1555,HIMACHAL PRADESH,UNA,31.58330388349513,76.18353932038836,2010,9,13,1,19,15,37,0,0
1556,HIMACHAL PRADESH,UNA,31.58330388349513,76.18353932038836,2011,11,10,0,17,6,39,0,0
1557,HIMACHAL PRADESH,UNA,31.58330388349513,76.18353932038836,2012,8,7,0,10,5,42,0,0
1558,JHARKHAND,BOKARO,23.6814965034965,85.98398374125864,2001,26,32,25,24,2,45,0,0
1559,JHARKHAND,BOKARO,23.6814965034965,85.98398374125864,2002,48,26,29,32,0,16,0,0
1560,JHARKHAND,BOKARO,23.6814965034965,85.98398374125864,2003,48,26,29,32,0,16,0,0
1561,JHARKHAND,BOKARO,23.6814965034965,85.98398374125864,2004,48,26,29,32,0,16,0,0
1562,JHARKHAND,BOKARO,23.6814965034965,85.98398374125864,2005,36,41,19,0,7,47,0,0
1563,JHARKHAND,BOKARO,23.6814965034965,85.98398374125864,2006,24,43,16,7,0,64,0,0
1564,JHARKHAND,BOKARO,23.6814965034965,85.98398374125864,2007,57,36,21,7,0,62,0,0
1565,JHARKHAND,BOKARO,23.6814965034965,85.98398374125864,2008,40,37,15,0,2,65,0,0
1566,JHARKHAND,BOKARO,23.6814965034965,85.98398374125864,2009,18,33,16,2,0,77,0,0
1567,JHARKHAND,BOKARO,23.6814965034965,85.98398374125864,2010,28,64,26,2,0,70,0,3
1568,JHARKHAND,BOKARO,23.6814965034965,85.98398374125864,2011,46,57,13,4,0,102,0,0
1569,JHARKHAND,BOKARO,23.6814965034965,85.98398374125864,2012,46,63,21,4,0,212,0,3
1570,JHARKHAND,CHATRA,24.11619945750453,84.93295804701627,2001,6,3,7,0,0,6,0,0
1571,JHARKHAND,CHATRA,24.11619945750453,84.93295804701627,2002,18,1,15,0,0,4,0,0
1572,JHARKHAND,CHATRA,24.11619945750453,84.93295804701627,2003,14,4,16,2,0,0,0,0
1573,JHARKHAND,CHATRA,24.11619945750453,84.93295804701627,2004,18,1,15,0,0,4,0,0
1574,JHARKHAND,CHATRA,24.11619945750453,84.93295804701627,2005,11,2,14,1,0,3,0,0
1575,JHARKHAND,CHATRA,24.11619945750453,84.93295804701627,2006,13,11,16,3,0,7,0,0
1576,JHARKHAND,CHATRA,24.11619945750453,84.93295804701627,2007,25,11,15,3,0,8,0,0
1577,JHARKHAND,CHATRA,24.11619945750453,84.93295804701627,2008,11,14,14,1,0,2,0,0
1578,JHARKHAND,CHATRA,24.11619945750453,84.93295804701627,2009,16,20,11,0,0,7,0,0
1579,JHARKHAND,CHATRA,24.11619945750453,84.93295804701627,2010,11,21,18,3,0,9,0,0
1580,JHARKHAND,CHATRA,24.11619945750453,84.93295804701627,2011,12,17,15,1,0,9,0,0
1581,JHARKHAND,CHATRA,24.11619945750453,84.93295804701627,2012,15,20,8,6,0,18,0,0
1582,JHARKHAND,DEOGHAR,24.33070100755672,86.75697632241814,2001,22,0,10,13,1,10,0,0
1583,JHARKHAND,DEOGHAR,24.33070100755672,86.75697632241814,2002,37,2,16,7,0,17,0,0
1584,JHARKHAND,DEOGHAR,24.33070100755672,86.75697632241814,2003,53,7,14,14,1,20,0,0
1585,JHARKHAND,DEOGHAR,24.33070100755672,86.75697632241814,2004,37,2,16,7,0,17,0,0
1586,JHARKHAND,DEOGHAR,24.33070100755672,86.75697632241814,2005,46,1,3,15,2,19,0,0
1587,JHARKHAND,DEOGHAR,24.33070100755672,86.75697632241814,2006,33,4,19,4,14,27,0,0
1588,JHARKHAND,DEOGHAR,24.33070100755672,86.75697632241814,2007,24,6,21,2,1,0,0,0
1589,JHARKHAND,DEOGHAR,24.33070100755672,86.75697632241814,2008,33,2,6,5,5,29,12,0
1590,JHARKHAND,DEOGHAR,24.33070100755672,86.75697632241814,2009,45,15,18,4,22,36,0,0
1591,JHARKHAND,DEOGHAR,24.33070100755672,86.75697632241814,2010,33,17,19,7,2,21,0,0
1592,JHARKHAND,DEOGHAR,24.33070100755672,86.75697632241814,2011,34,10,18,16,1,24,0,0
1593,JHARKHAND,DEOGHAR,24.33070100755672,86.75697632241814,2012,38,3,18,35,0,159,0,0
1594,JHARKHAND,DHANBAD,23.854509090909097,86.40372924901185,2001,32,45,30,47,0,18,0,3
1595,JHARKHAND,DHANBAD,23.854509090909097,86.40372924901185,2002,38,25,36,53,3,19,0,3
1596,JHARKHAND,DHANBAD,23.854509090909097,86.40372924901185,2003,43,41,30,47,0,18,0,3
1597,JHARKHAND,DHANBAD,23.854509090909097,86.40372924901185,2004,38,25,36,53,3,19,0,3
1598,JHARKHAND,DHANBAD,23.854509090909097,86.40372924901185,2005,32,58,48,16,7,31,0,3
1599,JHARKHAND,DHANBAD,23.854509090909097,86.40372924901185,2006,37,58,32,28,14,31,0,3
1600,JHARKHAND,DHANBAD,23.854509090909097,86.40372924901185,2007,41,68,29,32,9,38,0,3
1601,JHARKHAND,DHANBAD,23.854509090909097,86.40372924901185,2008,47,76,36,35,10,57,0,3
1602,JHARKHAND,DHANBAD,23.854509090909097,86.40372924901185,2009,36,65,45,24,3,59,0,3
1603,JHARKHAND,DHANBAD,23.854509090909097,86.40372924901185,2010,32,83,31,30,2,34,0,3
1604,JHARKHAND,DHANBAD,23.854509090909097,86.40372924901185,2011,32,83,39,34,0,39,0,3
1605,JHARKHAND,DHANBAD,23.854509090909097,86.40372924901185,2012,41,101,49,4,2,89,0,3
1606,JHARKHAND,DUMKA,24.275006125574265,87.27662450229711,2001,27,0,3,20,0,23,0,0
1607,JHARKHAND,DUMKA,24.275006125574265,87.27662450229711,2002,50,3,8,31,0,37,0,0
1608,JHARKHAND,DUMKA,24.275006125574265,87.27662450229711,2003,49,0,9,23,0,69,0,0
1609,JHARKHAND,DUMKA,24.275006125574265,87.27662450229711,2004,50,3,8,31,0,37,0,0
1610,JHARKHAND,DUMKA,24.275006125574265,87.27662450229711,2005,38,9,12,11,7,38,3,0
1611,JHARKHAND,DUMKA,24.275006125574265,87.27662450229711,2006,55,27,7,46,0,30,1,0
1612,JHARKHAND,DUMKA,24.275006125574265,87.27662450229711,2007,52,22,23,35,0,49,0,0
1613,JHARKHAND,DUMKA,24.275006125574265,87.27662450229711,2008,60,23,17,7,0,66,0,0
1614,JHARKHAND,DUMKA,24.275006125574265,87.27662450229711,2009,61,21,5,2,0,56,0,0
1615,JHARKHAND,DUMKA,24.275006125574265,87.27662450229711,2010,52,27,6,8,0,46,0,0
1616,JHARKHAND,DUMKA,24.275006125574265,87.27662450229711,2011,34,18,7,19,0,40,0,0
1617,JHARKHAND,DUMKA,24.275006125574265,87.27662450229711,2012,29,26,8,12,0,43,0,0
1618,JHARKHAND,GARHWA,24.082114689265527,83.68664265536722,2001,11,2,15,0,0,5,0,0
1619,JHARKHAND,GARHWA,24.082114689265527,83.68664265536722,2002,32,2,14,2,0,19,2,0
1620,JHARKHAND,GARHWA,24.082114689265527,83.68664265536722,2003,23,6,13,5,0,12,0,0
1621,JHARKHAND,GARHWA,24.082114689265527,83.68664265536722,2004,32,2,14,2,0,19,2,0
1622,JHARKHAND,GARHWA,24.082114689265527,83.68664265536722,2005,17,0,17,0,2,15,0,0
1623,JHARKHAND,GARHWA,24.082114689265527,83.68664265536722,2006,26,7,16,0,0,13,0,0
1624,JHARKHAND,GARHWA,24.082114689265527,83.68664265536722,2007,17,12,8,0,0,30,0,0
1625,JHARKHAND,GARHWA,24.082114689265527,83.68664265536722,2008,21,16,9,15,0,20,0,0
1626,JHARKHAND,GARHWA,24.082114689265527,83.68664265536722,2009,27,31,12,11,0,35,0,0
1627,JHARKHAND,GARHWA,24.082114689265527,83.68664265536722,2010,21,23,10,11,0,38,0,0
1628,JHARKHAND,GARHWA,24.082114689265527,83.68664265536722,2011,51,26,19,22,0,89,1,0
1629,JHARKHAND,GARHWA,24.082114689265527,83.68664265536722,2012,43,21,21,14,0,68,0,0
1630,JHARKHAND,GIRIDIH,24.30578509874329,86.08710915619386,2001,42,10,30,13,0,57,0,0
1631,JHARKHAND,GIRIDIH,24.30578509874329,86.08710915619386,2002,39,8,52,48,0,36,0,3
1632,JHARKHAND,GIRIDIH,24.30578509874329,86.08710915619386,2003,35,22,42,52,0,37,0,3
1633,JHARKHAND,GIRIDIH,24.30578509874329,86.08710915619386,2004,39,8,52,48,0,36,0,3
1634,JHARKHAND,GIRIDIH,24.30578509874329,86.08710915619386,2005,28,39,24,54,0,44,0,0
1635,JHARKHAND,GIRIDIH,24.30578509874329,86.08710915619386,2006,56,18,39,65,0,68,0,3
1636,JHARKHAND,GIRIDIH,24.30578509874329,86.08710915619386,2007,46,30,20,61,0,71,0,0
1637,JHARKHAND,GIRIDIH,24.30578509874329,86.08710915619386,2008,48,44,33,22,1,25,0,3
1638,JHARKHAND,GIRIDIH,24.30578509874329,86.08710915619386,2009,28,0,45,37,51,3,0,3
1639,JHARKHAND,GIRIDIH,24.30578509874329,86.08710915619386,2010,37,18,39,9,4,63,0,3
1640,JHARKHAND,GIRIDIH,24.30578509874329,86.08710915619386,2011,47,41,30,40,2,35,5,3
1641,JHARKHAND,GIRIDIH,24.30578509874329,86.08710915619386,2012,37,36,32,46,0,104,0,3
1642,JHARKHAND,GODDA,24.8189,87.2941735483871,2001,37,26,1,0,0,0,0,0
1643,JHARKHAND,GODDA,24.8189,87.2941735483871,2002,86,6,4,0,0,56,0,0
1644,JHARKHAND,GODDA,24.8189,87.2941735483871,2003,76,15,4,0,0,56,0,0
1645,JHARKHAND,GODDA,24.8189,87.2941735483871,2004,86,6,4,0,0,56,0,0
1646,JHARKHAND,GODDA,24.8189,87.2941735483871,2005,46,0,8,28,0,39,0,0
1647,JHARKHAND,GODDA,24.8189,87.2941735483871,2006,33,0,8,16,0,47,0,0
1648,JHARKHAND,GODDA,24.8189,87.2941735483871,2007,30,19,7,3,0,42,0,0
1649,JHARKHAND,GODDA,24.8189,87.2941735483871,2008,26,6,7,16,0,50,0,0
1650,JHARKHAND,GODDA,24.8189,87.2941735483871,2009,24,29,7,20,0,30,0,0
1651,JHARKHAND,GODDA,24.8189,87.2941735483871,2010,26,25,7,25,0,11,0,0
1652,JHARKHAND,GODDA,24.8189,87.2941735483871,2011,29,8,0,21,0,10,0,0
1653,JHARKHAND,GODDA,24.8189,87.2941735483871,2012,22,42,11,2,0,0,0,0
1654,JHARKHAND,GUMLA,23.078532948929148,84.55056787479396,2001,29,11,0,2,0,10,1,0
1655,JHARKHAND,GUMLA,23.078532948929148,84.55056787479396,2002,31,8,1,4,0,14,0,0
1656,JHARKHAND,GUMLA,23.078532948929148,84.55056787479396,2003,31,12,0,14,0,11,0,0
1657,JHARKHAND,GUMLA,23.078532948929148,84.55056787479396,2004,31,8,1,4,0,14,0,0
1658,JHARKHAND,GUMLA,23.078532948929148,84.55056787479396,2005,45,10,2,10,0,6,0,0
1659,JHARKHAND,GUMLA,23.078532948929148,84.55056787479396,2006,55,23,1,12,0,12,0,0
1660,JHARKHAND,GUMLA,23.078532948929148,84.55056787479396,2007,60,29,1,11,0,9,0,0
1661,JHARKHAND,GUMLA,23.078532948929148,84.55056787479396,2008,38,11,0,11,0,8,0,0
1662,JHARKHAND,GUMLA,23.078532948929148,84.55056787479396,2009,39,14,1,7,0,12,0,0
1663,JHARKHAND,GUMLA,23.078532948929148,84.55056787479396,2010,57,41,2,8,0,7,1,0
1664,JHARKHAND,GUMLA,23.078532948929148,84.55056787479396,2011,46,27,1,10,0,17,0,0
1665,JHARKHAND,GUMLA,23.078532948929148,84.55056787479396,2012,36,44,2,9,0,6,0,0
1666,JHARKHAND,JAMTARA,23.97873318077801,86.95325080091534,2001,18,11,5,13,0,20,0,0
1667,JHARKHAND,JAMTARA,23.97873318077801,86.95325080091534,2002,25,2,3,14,0,18,0,0
1668,JHARKHAND,JAMTARA,23.97873318077801,86.95325080091534,2003,35,7,5,6,0,26,0,0
1669,JHARKHAND,JAMTARA,23.97873318077801,86.95325080091534,2004,25,2,3,14,0,18,0,0
1670,JHARKHAND,JAMTARA,23.97873318077801,86.95325080091534,2005,0,3,6,17,2,17,0,0
1671,JHARKHAND,JAMTARA,23.97873318077801,86.95325080091534,2006,21,12,4,4,0,14,0,0
1672,JHARKHAND,JAMTARA,23.97873318077801,86.95325080091534,2007,22,19,6,11,0,24,0,0
1673,JHARKHAND,JAMTARA,23.97873318077801,86.95325080091534,2008,20,3,5,9,0,16,0,0
1674,JHARKHAND,JAMTARA,23.97873318077801,86.95325080091534,2009,21,0,10,14,0,14,0,0
1675,JHARKHAND,JAMTARA,23.97873318077801,86.95325080091534,2010,9,7,2,9,0,0,0,0
1676,JHARKHAND,JAMTARA,23.97873318077801,86.95325080091534,2011,15,11,10,10,0,19,0,0
1677,JHARKHAND,JAMTARA,23.97873318077801,86.95325080091534,2012,27,10,5,1,0,72,0,0
1678,JHARKHAND,KODERMA,24.556719434628963,85.7169091872792,2001,2,2,11,8,1,29,0,0
1679,JHARKHAND,KODERMA,24.556719434628963,85.7169091872792,2002,6,4,7,8,0,37,0,0
1680,JHARKHAND,KODERMA,24.556719434628963,85.7169091872792,2003,0,0,7,8,0,37,0,0
1681,JHARKHAND,KODERMA,24.556719434628963,85.7169091872792,2004,6,4,7,8,0,37,0,0
1682,JHARKHAND,KODERMA,24.556719434628963,85.7169091872792,2005,12,4,15,4,0,23,0,0
1683,JHARKHAND,KODERMA,24.556719434628963,85.7169091872792,2006,21,10,10,2,1,8,0,0
1684,JHARKHAND,KODERMA,24.556719434628963,85.7169091872792,2007,15,7,11,2,0,9,0,0
1685,JHARKHAND,KODERMA,24.556719434628963,85.7169091872792,2008,16,14,11,6,0,23,0,0
1686,JHARKHAND,KODERMA,24.556719434628963,85.7169091872792,2009,6,11,13,8,2,37,0,0
1687,JHARKHAND,KODERMA,24.556719434628963,85.7169091872792,2010,15,13,8,6,0,21,0,0
1688,JHARKHAND,KODERMA,24.556719434628963,85.7169091872792,2011,7,19,16,7,0,34,0,0
1689,JHARKHAND,KODERMA,24.556719434628963,85.7169091872792,2012,8,22,13,12,0,29,0,0
1690,JHARKHAND,LATEHAR,23.72511185840708,84.48298743362837,2001,12,2,6,0,0,0,0,0
1691,JHARKHAND,LATEHAR,23.72511185840708,84.48298743362837,2002,12,2,3,4,0,3,0,0
1692,JHARKHAND,LATEHAR,23.72511185840708,84.48298743362837,2003,10,1,0,5,0,3,0,0
1693,JHARKHAND,LATEHAR,23.72511185840708,84.48298743362837,2004,12,2,3,4,0,3,0,0
1694,JHARKHAND,LATEHAR,23.72511185840708,84.48298743362837,2005,12,6,1,2,0,3,0,0
1695,JHARKHAND,LATEHAR,23.72511185840708,84.48298743362837,2006,12,6,2,1,0,4,0,0
1696,JHARKHAND,LATEHAR,23.72511185840708,84.48298743362837,2007,10,7,4,2,0,4,0,0
1697,JHARKHAND,LATEHAR,23.72511185840708,84.48298743362837,2008,11,11,6,10,0,6,0,0
1698,JHARKHAND,LATEHAR,23.72511185840708,84.48298743362837,2009,13,15,6,4,0,2,0,0
1699,JHARKHAND,LATEHAR,23.72511185840708,84.48298743362837,2010,16,14,3,0,0,8,0,0
1700,JHARKHAND,LATEHAR,23.72511185840708,84.48298743362837,2011,27,12,2,4,0,11,0,0
1701,JHARKHAND,LATEHAR,23.72511185840708,84.48298743362837,2012,15,16,4,6,0,10,0,0
1702,JHARKHAND,PAKUR,24.57260428082189,87.69691969178076,2001,23,0,7,0,0,18,0,0
1703,JHARKHAND,PAKUR,24.57260428082189,87.69691969178076,2002,37,1,2,3,0,5,0,0
1704,JHARKHAND,PAKUR,24.57260428082189,87.69691969178076,2003,31,7,0,3,1,10,0,0
1705,JHARKHAND,PAKUR,24.57260428082189,87.69691969178076,2004,37,1,2,3,0,5,0,0
1706,JHARKHAND,PAKUR,24.57260428082189,87.69691969178076,2005,30,6,4,12,0,5,0,0
1707,JHARKHAND,PAKUR,24.57260428082189,87.69691969178076,2006,28,17,3,13,0,34,0,0
1708,JHARKHAND,PAKUR,24.57260428082189,87.69691969178076,2007,45,19,4,13,0,31,0,0
1709,JHARKHAND,PAKUR,24.57260428082189,87.69691969178076,2008,53,2,1,9,0,103,0,0
1710,JHARKHAND,PAKUR,24.57260428082189,87.69691969178076,2009,46,6,3,12,0,33,0,0
1711,JHARKHAND,PAKUR,24.57260428082189,87.69691969178076,2010,45,15,1,11,0,31,0,0
1712,JHARKHAND,PAKUR,24.57260428082189,87.69691969178076,2011,39,8,0,6,0,22,0,0
1713,JHARKHAND,PAKUR,24.57260428082189,87.69691969178076,2012,53,18,1,10,0,64,0,0
1714,JHARKHAND,PALAMU,24.196925968109337,84.20310842824594,2001,15,2,18,8,0,28,1,0
1715,JHARKHAND,PALAMU,24.196925968109337,84.20310842824594,2002,14,8,24,11,0,18,34,3
1716,JHARKHAND,PALAMU,24.196925968109337,84.20310842824594,2003,13,8,11,4,0,13,0,0
1717,JHARKHAND,PALAMU,24.196925968109337,84.20310842824594,2004,14,8,24,11,0,18,34,3
1718,JHARKHAND,PALAMU,24.196925968109337,84.20310842824594,2005,27,30,21,13,0,29,0,0
1719,JHARKHAND,PALAMU,24.196925968109337,84.20310842824594,2006,32,10,19,0,7,32,0,0
1720,JHARKHAND,PALAMU,24.196925968109337,84.20310842824594,2007,29,28,17,6,3,31,0,0
1721,JHARKHAND,PALAMU,24.196925968109337,84.20310842824594,2008,30,31,18,1,0,32,0,0
